item_id,timestamp,target_value
ETHUSD,2023-03-03 05:00:00,1572.29
ETHUSD,2023-03-03 04:00:00,1565.53
ETHUSD,2023-03-03 03:00:00,1564.77
ETHUSD,2023-03-03 02:00:00,1555
ETHUSD,2023-03-03 01:00:00,1644.08
ETHUSD,2023-03-03 00:00:00,1647.57
ETHUSD,2023-03-02 23:00:00,1650.51
ETHUSD,2023-03-02 22:00:00,1641.6
ETHUSD,2023-03-02 21:00:00,1644
ETHUSD,2023-03-02 20:00:00,1648.42
ETHUSD,2023-03-02 19:00:00,1638.24
ETHUSD,2023-03-02 18:00:00,1624.57
ETHUSD,2023-03-02 17:00:00,1624.41
ETHUSD,2023-03-02 16:00:00,1628.15
ETHUSD,2023-03-02 15:00:00,1624.92
ETHUSD,2023-03-02 14:00:00,1627.57
ETHUSD,2023-03-02 13:00:00,1633.06
ETHUSD,2023-03-02 12:00:00,1644.99
ETHUSD,2023-03-02 11:00:00,1640.55
ETHUSD,2023-03-02 10:00:00,1642.91
ETHUSD,2023-03-02 09:00:00,1646.59
ETHUSD,2023-03-02 08:00:00,1644.31
ETHUSD,2023-03-02 07:00:00,1646.03
ETHUSD,2023-03-02 06:00:00,1644.19
ETHUSD,2023-03-02 05:00:00,1651.4
ETHUSD,2023-03-02 04:00:00,1648.3
ETHUSD,2023-03-02 03:00:00,1648.24
ETHUSD,2023-03-02 02:00:00,1649.71
ETHUSD,2023-03-02 01:00:00,1658.97
ETHUSD,2023-03-02 00:00:00,1666.1
ETHUSD,2023-03-01 23:00:00,1654.17
ETHUSD,2023-03-01 22:00:00,1656.7
ETHUSD,2023-03-01 21:00:00,1641.23
ETHUSD,2023-03-01 20:00:00,1635.23
ETHUSD,2023-03-01 19:00:00,1655.09
ETHUSD,2023-03-01 18:00:00,1657
ETHUSD,2023-03-01 17:00:00,1655.58
ETHUSD,2023-03-01 16:00:00,1657.82
ETHUSD,2023-03-01 15:00:00,1653.66
ETHUSD,2023-03-01 14:00:00,1651.44
ETHUSD,2023-03-01 13:00:00,1652.99
ETHUSD,2023-03-01 12:00:00,1656.26
ETHUSD,2023-03-01 11:00:00,1655.96
ETHUSD,2023-03-01 10:00:00,1653.46
ETHUSD,2023-03-01 09:00:00,1657.95
ETHUSD,2023-03-01 08:00:00,1651.18
ETHUSD,2023-03-01 07:00:00,1655.23
ETHUSD,2023-03-01 06:00:00,1652
ETHUSD,2023-03-01 05:00:00,1658.64
ETHUSD,2023-03-01 04:00:00,1636.1
ETHUSD,2023-03-01 03:00:00,1621.4
ETHUSD,2023-03-01 02:00:00,1613.34
ETHUSD,2023-03-01 01:00:00,1601.03
ETHUSD,2023-03-01 00:00:00,1603.94
ETHUSD,2023-02-28 23:00:00,1612.17
ETHUSD,2023-02-28 22:00:00,1604.9
ETHUSD,2023-02-28 21:00:00,1627.99
ETHUSD,2023-02-28 20:00:00,1628.24
ETHUSD,2023-02-28 19:00:00,1641.78
ETHUSD,2023-02-28 18:00:00,1643.64
ETHUSD,2023-02-28 17:00:00,1635.49
ETHUSD,2023-02-28 16:00:00,1641.28
ETHUSD,2023-02-28 15:00:00,1635.57
ETHUSD,2023-02-28 14:00:00,1632.38
ETHUSD,2023-02-28 13:00:00,1636.73
ETHUSD,2023-02-28 12:00:00,1630.09
ETHUSD,2023-02-28 11:00:00,1626.62
ETHUSD,2023-02-28 10:00:00,1622.39
ETHUSD,2023-02-28 09:00:00,1621.05
ETHUSD,2023-02-28 08:00:00,1618.81
ETHUSD,2023-02-28 07:00:00,1628.77
ETHUSD,2023-02-28 06:00:00,1628.18
ETHUSD,2023-02-28 05:00:00,1629.04
ETHUSD,2023-02-28 04:00:00,1633.2
ETHUSD,2023-02-28 03:00:00,1630.34
ETHUSD,2023-02-28 02:00:00,1631.97
ETHUSD,2023-02-28 01:00:00,1629.44
ETHUSD,2023-02-28 00:00:00,1633.42
ETHUSD,2023-02-27 23:00:00,1635.19
ETHUSD,2023-02-27 22:00:00,1627.35
ETHUSD,2023-02-27 21:00:00,1622.35
ETHUSD,2023-02-27 20:00:00,1623.52
ETHUSD,2023-02-27 19:00:00,1623.61
ETHUSD,2023-02-27 18:00:00,1633.38
ETHUSD,2023-02-27 17:00:00,1637.86
ETHUSD,2023-02-27 16:00:00,1641.79
ETHUSD,2023-02-27 15:00:00,1658.92
ETHUSD,2023-02-27 14:00:00,1659.59
ETHUSD,2023-02-27 13:00:00,1639.3
ETHUSD,2023-02-27 12:00:00,1641.7
ETHUSD,2023-02-27 11:00:00,1636.28
ETHUSD,2023-02-27 10:00:00,1637.56
ETHUSD,2023-02-27 09:00:00,1633.61
ETHUSD,2023-02-27 08:00:00,1638
ETHUSD,2023-02-27 07:00:00,1636.05
ETHUSD,2023-02-27 06:00:00,1633.3
ETHUSD,2023-02-27 05:00:00,1636.24
ETHUSD,2023-02-27 04:00:00,1640.3
ETHUSD,2023-02-27 03:00:00,1640.92
ETHUSD,2023-02-27 02:00:00,1643.16
ETHUSD,2023-02-27 01:00:00,1637.56
ETHUSD,2023-02-27 00:00:00,1641.56
ETHUSD,2023-02-26 23:00:00,1633.85
ETHUSD,2023-02-26 22:00:00,1642.21
ETHUSD,2023-02-26 21:00:00,1641.54
ETHUSD,2023-02-26 20:00:00,1632.8
ETHUSD,2023-02-26 19:00:00,1629.16
ETHUSD,2023-02-26 18:00:00,1607.15
ETHUSD,2023-02-26 17:00:00,1602.55
ETHUSD,2023-02-26 16:00:00,1604.99
ETHUSD,2023-02-26 15:00:00,1603.44
ETHUSD,2023-02-26 14:00:00,1601.09
ETHUSD,2023-02-26 13:00:00,1597.94
ETHUSD,2023-02-26 12:00:00,1604.02
ETHUSD,2023-02-26 11:00:00,1603.02
ETHUSD,2023-02-26 10:00:00,1603.74
ETHUSD,2023-02-26 09:00:00,1600.71
ETHUSD,2023-02-26 08:00:00,1600.05
ETHUSD,2023-02-26 07:00:00,1600.46
ETHUSD,2023-02-26 06:00:00,1599.66
ETHUSD,2023-02-26 05:00:00,1600.56
ETHUSD,2023-02-26 04:00:00,1603.19
ETHUSD,2023-02-26 03:00:00,1603.92
ETHUSD,2023-02-26 02:00:00,1591.93
ETHUSD,2023-02-26 01:00:00,1591.65
ETHUSD,2023-02-26 00:00:00,1595
ETHUSD,2023-02-25 23:00:00,1592.01
ETHUSD,2023-02-25 22:00:00,1574.81
ETHUSD,2023-02-25 21:00:00,1569.53
ETHUSD,2023-02-25 20:00:00,1584.01
ETHUSD,2023-02-25 19:00:00,1586.2
ETHUSD,2023-02-25 18:00:00,1598.13
ETHUSD,2023-02-25 17:00:00,1595.67
ETHUSD,2023-02-25 16:00:00,1597.27
ETHUSD,2023-02-25 15:00:00,1597.53
ETHUSD,2023-02-25 14:00:00,1599.14
ETHUSD,2023-02-25 13:00:00,1601.09
ETHUSD,2023-02-25 12:00:00,1599.43
ETHUSD,2023-02-25 11:00:00,1596.3
ETHUSD,2023-02-25 10:00:00,1601.98
ETHUSD,2023-02-25 09:00:00,1603.47
ETHUSD,2023-02-25 08:00:00,1603.08
ETHUSD,2023-02-25 07:00:00,1599.89
ETHUSD,2023-02-25 06:00:00,1595.79
ETHUSD,2023-02-25 05:00:00,1600.98
ETHUSD,2023-02-25 04:00:00,1597.94
ETHUSD,2023-02-25 03:00:00,1598.74
ETHUSD,2023-02-25 02:00:00,1605.03
ETHUSD,2023-02-25 01:00:00,1604.71
ETHUSD,2023-02-25 00:00:00,1608.54
ETHUSD,2023-02-24 23:00:00,1603.75
ETHUSD,2023-02-24 22:00:00,1603.55
ETHUSD,2023-02-24 21:00:00,1611.9
ETHUSD,2023-02-24 20:00:00,1610.56
ETHUSD,2023-02-24 19:00:00,1596.7
ETHUSD,2023-02-24 18:00:00,1593.61
ETHUSD,2023-02-24 17:00:00,1593.69
ETHUSD,2023-02-24 16:00:00,1601.02
ETHUSD,2023-02-24 15:00:00,1638.67
ETHUSD,2023-02-24 14:00:00,1635.07
ETHUSD,2023-02-24 13:00:00,1646.47
ETHUSD,2023-02-24 12:00:00,1645.61
ETHUSD,2023-02-24 11:00:00,1648.12
ETHUSD,2023-02-24 10:00:00,1650.84
ETHUSD,2023-02-24 09:00:00,1651.69
ETHUSD,2023-02-24 08:00:00,1654.35
ETHUSD,2023-02-24 07:00:00,1651.82
ETHUSD,2023-02-24 06:00:00,1645.74
ETHUSD,2023-02-24 05:00:00,1648.36
ETHUSD,2023-02-24 04:00:00,1648.9
ETHUSD,2023-02-24 03:00:00,1649.13
ETHUSD,2023-02-24 02:00:00,1654.39
ETHUSD,2023-02-24 01:00:00,1651.48
ETHUSD,2023-02-24 00:00:00,1650.18
ETHUSD,2023-02-23 23:00:00,1646.09
ETHUSD,2023-02-23 22:00:00,1644.98
ETHUSD,2023-02-23 21:00:00,1652.79
ETHUSD,2023-02-23 20:00:00,1651.82
ETHUSD,2023-02-23 19:00:00,1644.64
ETHUSD,2023-02-23 18:00:00,1648.25
ETHUSD,2023-02-23 17:00:00,1648.07
ETHUSD,2023-02-23 16:00:00,1654.99
ETHUSD,2023-02-23 15:00:00,1662
ETHUSD,2023-02-23 14:00:00,1656.36
ETHUSD,2023-02-23 13:00:00,1647.78
ETHUSD,2023-02-23 12:00:00,1638.36
ETHUSD,2023-02-23 11:00:00,1664.83
ETHUSD,2023-02-23 10:00:00,1663.75
ETHUSD,2023-02-23 09:00:00,1668.68
ETHUSD,2023-02-23 08:00:00,1666.55
ETHUSD,2023-02-23 07:00:00,1665.17
ETHUSD,2023-02-23 06:00:00,1662.88
ETHUSD,2023-02-23 05:00:00,1671.65
ETHUSD,2023-02-23 04:00:00,1666.6
ETHUSD,2023-02-23 03:00:00,1670.57
ETHUSD,2023-02-23 02:00:00,1642.19
ETHUSD,2023-02-23 01:00:00,1638.71
ETHUSD,2023-02-23 00:00:00,1642.43
ETHUSD,2023-02-22 23:00:00,1635
ETHUSD,2023-02-22 22:00:00,1618.04
ETHUSD,2023-02-22 21:00:00,1616.81
ETHUSD,2023-02-22 20:00:00,1617.71
ETHUSD,2023-02-22 19:00:00,1612.57
ETHUSD,2023-02-22 18:00:00,1610.95
ETHUSD,2023-02-22 17:00:00,1605.1
ETHUSD,2023-02-22 16:00:00,1613.97
ETHUSD,2023-02-22 15:00:00,1630.6
ETHUSD,2023-02-22 14:00:00,1646.81
ETHUSD,2023-02-22 13:00:00,1645.28
ETHUSD,2023-02-22 12:00:00,1644.45
ETHUSD,2023-02-22 11:00:00,1642.72
ETHUSD,2023-02-22 10:00:00,1640.43
ETHUSD,2023-02-22 09:00:00,1631.42
ETHUSD,2023-02-22 08:00:00,1643.44
ETHUSD,2023-02-22 07:00:00,1633.27
ETHUSD,2023-02-22 06:00:00,1642.04
ETHUSD,2023-02-22 05:00:00,1644.69
ETHUSD,2023-02-22 04:00:00,1649.45
ETHUSD,2023-02-22 03:00:00,1645.14
ETHUSD,2023-02-22 02:00:00,1644.09
ETHUSD,2023-02-22 01:00:00,1661.26
ETHUSD,2023-02-22 00:00:00,1659.69
ETHUSD,2023-02-21 23:00:00,1651.9
ETHUSD,2023-02-21 22:00:00,1641.53
ETHUSD,2023-02-21 21:00:00,1669.45
ETHUSD,2023-02-21 20:00:00,1671.59
ETHUSD,2023-02-21 19:00:00,1680.14
ETHUSD,2023-02-21 18:00:00,1677.11
ETHUSD,2023-02-21 17:00:00,1662.18
ETHUSD,2023-02-21 16:00:00,1671.32
ETHUSD,2023-02-21 15:00:00,1674.34
ETHUSD,2023-02-21 14:00:00,1668.78
ETHUSD,2023-02-21 13:00:00,1676.97
ETHUSD,2023-02-21 12:00:00,1669.61
ETHUSD,2023-02-21 11:00:00,1680.17
ETHUSD,2023-02-21 10:00:00,1685.03
ETHUSD,2023-02-21 09:00:00,1675.51
ETHUSD,2023-02-21 08:00:00,1704.51
ETHUSD,2023-02-21 07:00:00,1707.22
ETHUSD,2023-02-21 06:00:00,1697.93
ETHUSD,2023-02-21 05:00:00,1698.15
ETHUSD,2023-02-21 04:00:00,1703.55
ETHUSD,2023-02-21 03:00:00,1707.83
ETHUSD,2023-02-21 02:00:00,1705.86
ETHUSD,2023-02-21 01:00:00,1705.91
ETHUSD,2023-02-21 00:00:00,1703.26
ETHUSD,2023-02-20 23:00:00,1693.71
ETHUSD,2023-02-20 22:00:00,1703.89
ETHUSD,2023-02-20 21:00:00,1703.99
ETHUSD,2023-02-20 20:00:00,1710.32
ETHUSD,2023-02-20 19:00:00,1696.7
ETHUSD,2023-02-20 18:00:00,1696.65
ETHUSD,2023-02-20 17:00:00,1701.52
ETHUSD,2023-02-20 16:00:00,1707.85
ETHUSD,2023-02-20 15:00:00,1713.25
ETHUSD,2023-02-20 14:00:00,1704.29
ETHUSD,2023-02-20 13:00:00,1707.45
ETHUSD,2023-02-20 12:00:00,1714.61
ETHUSD,2023-02-20 11:00:00,1708.63
ETHUSD,2023-02-20 10:00:00,1711.73
ETHUSD,2023-02-20 09:00:00,1691.79
ETHUSD,2023-02-20 08:00:00,1696.41
ETHUSD,2023-02-20 07:00:00,1693.9
ETHUSD,2023-02-20 06:00:00,1690.01
ETHUSD,2023-02-20 05:00:00,1689.49
ETHUSD,2023-02-20 04:00:00,1684.23
ETHUSD,2023-02-20 03:00:00,1679.19
ETHUSD,2023-02-20 02:00:00,1670.67
ETHUSD,2023-02-20 01:00:00,1676.33
ETHUSD,2023-02-20 00:00:00,1682.2
ETHUSD,2023-02-19 23:00:00,1685.89
ETHUSD,2023-02-19 22:00:00,1687.18
ETHUSD,2023-02-19 21:00:00,1686.45
ETHUSD,2023-02-19 20:00:00,1684.08
ETHUSD,2023-02-19 19:00:00,1685.65
ETHUSD,2023-02-19 18:00:00,1681.83
ETHUSD,2023-02-19 17:00:00,1700.46
ETHUSD,2023-02-19 16:00:00,1712.21
ETHUSD,2023-02-19 15:00:00,1704.05
ETHUSD,2023-02-19 14:00:00,1695.81
ETHUSD,2023-02-19 13:00:00,1697.28
ETHUSD,2023-02-19 12:00:00,1696.8
ETHUSD,2023-02-19 11:00:00,1696.34
ETHUSD,2023-02-19 10:00:00,1693.85
ETHUSD,2023-02-19 09:00:00,1693.59
ETHUSD,2023-02-19 08:00:00,1693.08
ETHUSD,2023-02-19 07:00:00,1695.75
ETHUSD,2023-02-19 06:00:00,1701.38
ETHUSD,2023-02-19 05:00:00,1698.27
ETHUSD,2023-02-19 04:00:00,1695.64
ETHUSD,2023-02-19 03:00:00,1695
ETHUSD,2023-02-19 02:00:00,1694.36
ETHUSD,2023-02-19 01:00:00,1699.83
ETHUSD,2023-02-19 00:00:00,1691.99
ETHUSD,2023-02-18 23:00:00,1689.71
ETHUSD,2023-02-18 22:00:00,1687.63
ETHUSD,2023-02-18 21:00:00,1682.95
ETHUSD,2023-02-18 20:00:00,1688.08
ETHUSD,2023-02-18 19:00:00,1694.46
ETHUSD,2023-02-18 18:00:00,1695.21
ETHUSD,2023-02-18 17:00:00,1694.03
ETHUSD,2023-02-18 16:00:00,1695.81
ETHUSD,2023-02-18 15:00:00,1697.44
ETHUSD,2023-02-18 14:00:00,1694.52
ETHUSD,2023-02-18 13:00:00,1698.73
ETHUSD,2023-02-18 12:00:00,1692.17
ETHUSD,2023-02-18 11:00:00,1686.98
ETHUSD,2023-02-18 10:00:00,1693.58
ETHUSD,2023-02-18 09:00:00,1693.63
ETHUSD,2023-02-18 08:00:00,1690.89
ETHUSD,2023-02-18 07:00:00,1695.91
ETHUSD,2023-02-18 06:00:00,1702
ETHUSD,2023-02-18 05:00:00,1700.01
ETHUSD,2023-02-18 04:00:00,1700.01
ETHUSD,2023-02-18 03:00:00,1695.04
ETHUSD,2023-02-18 02:00:00,1703.94
ETHUSD,2023-02-18 01:00:00,1695.26
ETHUSD,2023-02-18 00:00:00,1693.76
ETHUSD,2023-02-17 23:00:00,1700.12
ETHUSD,2023-02-17 22:00:00,1693.44
ETHUSD,2023-02-17 21:00:00,1709.47
ETHUSD,2023-02-17 20:00:00,1705.03
ETHUSD,2023-02-17 19:00:00,1695.6
ETHUSD,2023-02-17 18:00:00,1688.36
ETHUSD,2023-02-17 17:00:00,1672.59
ETHUSD,2023-02-17 16:00:00,1673
ETHUSD,2023-02-17 15:00:00,1658
ETHUSD,2023-02-17 14:00:00,1661.07
ETHUSD,2023-02-17 13:00:00,1665.54
ETHUSD,2023-02-17 12:00:00,1666.13
ETHUSD,2023-02-17 11:00:00,1664.08
ETHUSD,2023-02-17 10:00:00,1661.46
ETHUSD,2023-02-17 09:00:00,1662.91
ETHUSD,2023-02-17 08:00:00,1652.61
ETHUSD,2023-02-17 07:00:00,1656.96
ETHUSD,2023-02-17 06:00:00,1655.62
ETHUSD,2023-02-17 05:00:00,1659.15
ETHUSD,2023-02-17 04:00:00,1664.73
ETHUSD,2023-02-17 03:00:00,1658.44
ETHUSD,2023-02-17 02:00:00,1663.71
ETHUSD,2023-02-17 01:00:00,1653.95
ETHUSD,2023-02-17 00:00:00,1637.4
ETHUSD,2023-02-16 23:00:00,1645.52
ETHUSD,2023-02-16 22:00:00,1682.35
ETHUSD,2023-02-16 21:00:00,1683.95
ETHUSD,2023-02-16 20:00:00,1710.38
ETHUSD,2023-02-16 19:00:00,1716.57
ETHUSD,2023-02-16 18:00:00,1714.78
ETHUSD,2023-02-16 17:00:00,1717.66
ETHUSD,2023-02-16 16:00:00,1724.51
ETHUSD,2023-02-16 15:00:00,1681.44
ETHUSD,2023-02-16 14:00:00,1669.03
ETHUSD,2023-02-16 13:00:00,1688.11
ETHUSD,2023-02-16 12:00:00,1683.55
ETHUSD,2023-02-16 11:00:00,1687.57
ETHUSD,2023-02-16 10:00:00,1689
ETHUSD,2023-02-16 09:00:00,1683.3
ETHUSD,2023-02-16 08:00:00,1679.71
ETHUSD,2023-02-16 07:00:00,1684.13
ETHUSD,2023-02-16 06:00:00,1693.84
ETHUSD,2023-02-16 05:00:00,1695.24
ETHUSD,2023-02-16 04:00:00,1691.71
ETHUSD,2023-02-16 03:00:00,1692.53
ETHUSD,2023-02-16 02:00:00,1693.78
ETHUSD,2023-02-16 01:00:00,1686.15
ETHUSD,2023-02-16 00:00:00,1676
ETHUSD,2023-02-15 23:00:00,1665.45
ETHUSD,2023-02-15 22:00:00,1665.51
ETHUSD,2023-02-15 21:00:00,1664.83
ETHUSD,2023-02-15 20:00:00,1628.18
ETHUSD,2023-02-15 19:00:00,1591.02
ETHUSD,2023-02-15 18:00:00,1580.96
ETHUSD,2023-02-15 17:00:00,1576.85
ETHUSD,2023-02-15 16:00:00,1579.96
ETHUSD,2023-02-15 15:00:00,1573.44
ETHUSD,2023-02-15 14:00:00,1578.38
ETHUSD,2023-02-15 13:00:00,1583.81
ETHUSD,2023-02-15 12:00:00,1573.88
ETHUSD,2023-02-15 11:00:00,1558.15
ETHUSD,2023-02-15 10:00:00,1551.12
ETHUSD,2023-02-15 09:00:00,1546.92
ETHUSD,2023-02-15 08:00:00,1549
ETHUSD,2023-02-15 07:00:00,1550
ETHUSD,2023-02-15 06:00:00,1550.9
ETHUSD,2023-02-15 05:00:00,1547.63
ETHUSD,2023-02-15 04:00:00,1549.37
ETHUSD,2023-02-15 03:00:00,1544.91
ETHUSD,2023-02-15 02:00:00,1548.7
ETHUSD,2023-02-15 01:00:00,1549.04
ETHUSD,2023-02-15 00:00:00,1556.47
ETHUSD,2023-02-14 23:00:00,1554.94
ETHUSD,2023-02-14 22:00:00,1556.43
ETHUSD,2023-02-14 21:00:00,1556.86
ETHUSD,2023-02-14 20:00:00,1560
ETHUSD,2023-02-14 19:00:00,1550.89
ETHUSD,2023-02-14 18:00:00,1546.87
ETHUSD,2023-02-14 17:00:00,1538.45
ETHUSD,2023-02-14 16:00:00,1546.66
ETHUSD,2023-02-14 15:00:00,1556.35
ETHUSD,2023-02-14 14:00:00,1515.22
ETHUSD,2023-02-14 13:00:00,1511.85
ETHUSD,2023-02-14 12:00:00,1507.09
ETHUSD,2023-02-14 11:00:00,1509.64
ETHUSD,2023-02-14 10:00:00,1512.5
ETHUSD,2023-02-14 09:00:00,1500.08
ETHUSD,2023-02-14 08:00:00,1506.91
ETHUSD,2023-02-14 07:00:00,1504.55
ETHUSD,2023-02-14 06:00:00,1502.13
ETHUSD,2023-02-14 05:00:00,1499.45
ETHUSD,2023-02-14 04:00:00,1499.42
ETHUSD,2023-02-14 03:00:00,1499.23
ETHUSD,2023-02-14 02:00:00,1500.01
ETHUSD,2023-02-14 01:00:00,1502.41
ETHUSD,2023-02-14 00:00:00,1506.74
ETHUSD,2023-02-13 23:00:00,1493.8
ETHUSD,2023-02-13 22:00:00,1486.36
ETHUSD,2023-02-13 21:00:00,1487.57
ETHUSD,2023-02-13 20:00:00,1490.89
ETHUSD,2023-02-13 19:00:00,1489.48
ETHUSD,2023-02-13 18:00:00,1473
ETHUSD,2023-02-13 17:00:00,1476.71
ETHUSD,2023-02-13 16:00:00,1476.35
ETHUSD,2023-02-13 15:00:00,1490
ETHUSD,2023-02-13 14:00:00,1479.76
ETHUSD,2023-02-13 13:00:00,1488.94
ETHUSD,2023-02-13 12:00:00,1485.76
ETHUSD,2023-02-13 11:00:00,1485.47
ETHUSD,2023-02-13 10:00:00,1487.25
ETHUSD,2023-02-13 09:00:00,1508.51
ETHUSD,2023-02-13 08:00:00,1524.53
ETHUSD,2023-02-13 07:00:00,1517.95
ETHUSD,2023-02-13 06:00:00,1518.65
ETHUSD,2023-02-13 05:00:00,1518.44
ETHUSD,2023-02-13 04:00:00,1516.9
ETHUSD,2023-02-13 03:00:00,1512.64
ETHUSD,2023-02-13 02:00:00,1507.19
ETHUSD,2023-02-13 01:00:00,1520.3
ETHUSD,2023-02-13 00:00:00,1516.01
ETHUSD,2023-02-12 23:00:00,1513.55
ETHUSD,2023-02-12 22:00:00,1512.15
ETHUSD,2023-02-12 21:00:00,1537.79
ETHUSD,2023-02-12 20:00:00,1540.39
ETHUSD,2023-02-12 19:00:00,1540.65
ETHUSD,2023-02-12 18:00:00,1541.89
ETHUSD,2023-02-12 17:00:00,1543.59
ETHUSD,2023-02-12 16:00:00,1535.38
ETHUSD,2023-02-12 15:00:00,1533.87
ETHUSD,2023-02-12 14:00:00,1526.6
ETHUSD,2023-02-12 13:00:00,1526.32
ETHUSD,2023-02-12 12:00:00,1534.92
ETHUSD,2023-02-12 11:00:00,1536.79
ETHUSD,2023-02-12 10:00:00,1537.77
ETHUSD,2023-02-12 09:00:00,1533
ETHUSD,2023-02-12 08:00:00,1532.09
ETHUSD,2023-02-12 07:00:00,1533.64
ETHUSD,2023-02-12 06:00:00,1533.43
ETHUSD,2023-02-12 05:00:00,1531.47
ETHUSD,2023-02-12 04:00:00,1532.11
ETHUSD,2023-02-12 03:00:00,1534.34
ETHUSD,2023-02-12 02:00:00,1535.16
ETHUSD,2023-02-12 01:00:00,1534.44
ETHUSD,2023-02-12 00:00:00,1539.11
ETHUSD,2023-02-11 23:00:00,1537.73
ETHUSD,2023-02-11 22:00:00,1535.27
ETHUSD,2023-02-11 21:00:00,1520.51
ETHUSD,2023-02-11 20:00:00,1517.87
ETHUSD,2023-02-11 19:00:00,1515.22
ETHUSD,2023-02-11 18:00:00,1519.01
ETHUSD,2023-02-11 17:00:00,1518.29
ETHUSD,2023-02-11 16:00:00,1522.46
ETHUSD,2023-02-11 15:00:00,1525.65
ETHUSD,2023-02-11 14:00:00,1523.68
ETHUSD,2023-02-11 13:00:00,1519.89
ETHUSD,2023-02-11 12:00:00,1519.74
ETHUSD,2023-02-11 11:00:00,1518.85
ETHUSD,2023-02-11 10:00:00,1523.06
ETHUSD,2023-02-11 09:00:00,1523.42
ETHUSD,2023-02-11 08:00:00,1521.03
ETHUSD,2023-02-11 07:00:00,1519
ETHUSD,2023-02-11 06:00:00,1517.33
ETHUSD,2023-02-11 05:00:00,1520.15
ETHUSD,2023-02-11 04:00:00,1520.08
ETHUSD,2023-02-11 03:00:00,1516.11
ETHUSD,2023-02-11 02:00:00,1512.8
ETHUSD,2023-02-11 01:00:00,1516.45
ETHUSD,2023-02-11 00:00:00,1514.37
ETHUSD,2023-02-10 23:00:00,1510.28
ETHUSD,2023-02-10 22:00:00,1506.09
ETHUSD,2023-02-10 21:00:00,1529.12
ETHUSD,2023-02-10 20:00:00,1534.44
ETHUSD,2023-02-10 19:00:00,1528.17
ETHUSD,2023-02-10 18:00:00,1525.28
ETHUSD,2023-02-10 17:00:00,1519.71
ETHUSD,2023-02-10 16:00:00,1522.51
